"carVIN","trueCarID","scrapeDate","scrapeURL","listingDateDiff","vehicleHistUseType","vehicleHistTitleStatus","vehicleHistNumOwners","vehicleHistAccidents","transmissionType","fuelType","driveType","engineInfo","mileage","interiorColor","exteriorColor","style","monthlyPayment","priceClassDiffDirection","priceClassDiffAmt","priceClassification","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","city","state","allFeatures"
"5YFEPMAE9MP249850","26259R","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE9MP249850/2021-toyota-corolla/",-14,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",30363,"Black","Blueprint","Sedan",399,"above",NA,"High Price","30 cty "," 38 hwy",0,0,24095,"Huntington Beach"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"5YFEPMAE9NP299990","C142609A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE9NP299990/2022-toyota-corolla/",NA,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",22601,"Black","Blueprint","Sedan",351,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,21199,"Miami"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPRAE9LJ038230","38230","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE9LJ038230/2020-toyota-corolla/",-99,"Mixed Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",82600,"Black","Black Sand Pearl","Sedan",313,"above",368,"High Price","30 cty "," 38 hwy",0,0,18900,"Fairfax"," VA","ABS Brakes ~ Child Safety Door Locks ~ Cruise Control ~ Driver Airbag ~ Front Side Airbag ~ Passenger Airbag ~ Power Windows ~ Run Flat Tires ~ Side Head Curtain Airbag ~ Telescopic Steering Column"
"5YFEPMAE5NP279817","15794","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE5NP279817/2022-toyota-corolla/",-16,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",33226,"Black","Barcelona Red Metallic","Sedan",398,NA,NA,"Fair Price","30 cty "," 38 hwy",0,0,23988,"Dallas"," TX","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPMAE3N3021126","21126","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE3N3021126/2022-toyota-corolla/?zipcode=83227",-72,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",821,"Black","Wind Chill Pearl","Sedan",423,"above",969,"High Price","30 cty "," 38 hwy",0,0,25499,"Online Retailer","Online Retailer","Rear-View Camera ~ LED Lights ~ Air Conditioning ~ Daytime Running Lights ~ Split/Folding Seats ~ Cruise Control ~ Handsfree/Bluetooth Integration ~ 6 Speakers ~ Child Seat Anchors ~ 16 Inch Wheels ~ 3-Point Seat Belts ~ Adaptive Cruise Control ~ Airbag Deactivation (Passenger) ~ Android Auto ~ Apple Carplay ~ Auto Climate Control ~ Black Grille ~ Child Safety Locks"
"JTDS4RCE4LJ008528","7260","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDS4RCE4LJ008528/2020-toyota-corolla/",-139,"Frame Damage","Clean",1,1,"Automatic","Gas","FWD","2.0L Inline-4 Gas",39279,"NA","Super White","Sedan",348,"above",646,"High Price","31 cty "," 40 hwy",1,1,20980,"Oak Forest"," IL","Air Conditioning ~  Climate Control ~  Power Steering ~  Power Windows ~  Power Door Locks ~  Power Mirrors ~  Leather Steering Wheel ~  Clock ~  Tachometer ~  Tilt Steering Wheel ~  Telescoping Steering Wheel ~  Steering Wheel Radio Controls ~  Driver Airbag ~  Passenger Airbag ~  Side Airbags ~  Keyless Entry ~  Security System ~  ABS Brakes"
"5YFP4MCE7NP116102","RT58049","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFP4MCE7NP116102/2022-toyota-corolla/",-52,"Personal Use","Clean",0,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",7453,"Black","Wind Chill Pearl","Sedan",472,"above",503,"High Price","31 cty "," 40 hwy",NA,NA,28490,"Streamwood"," IL","SE PREMIUM PACKAGE  -inc: Power Tilt/Slide Moonroof  sliding sunshade  Blind Spot Monitor (BSM) w/RCTA  color keyed heated power outside mirrors w/turn signal indicators  Front Doors Smart Key System  trunk w/push button start  remote keyless entry system w/lock  two-stage unlock  panic and trunk-release functions ~ SPECIAL COLOR ~ Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Integrated Turn Signal Mirrors ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Rear Spoiler"
"2T1BURHE9HC860496","E0122","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE9HC860496/2017-toyota-corolla/",-66,"Rental Use","Clean",2,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",40365,"Cream","Classic Silver Metallic","Sedan",315,"above",344,"High Price","28 cty "," 36 hwy",0,2,18988,"Gresham"," OR","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: Entune Audio w/6.1'' Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags"
"5YFEPMAE4MP171932","TMP10147","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE4MP171932/2021-toyota-corolla/",-27,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",64182,"Black","Black Sand Pearl","Sedan",348,"above",415,"High Price","30 cty "," 38 hwy",0,1,20994,"Moss Point"," MS","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 139 Horsepower ~ 6100 Horsepower RPM ~ 126 Torque ~ 3900 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 10.69 Compression Ratio ~ 30 EPA City Fuel Economy ~ 38 EPA Highway Fuel Economy ~ 33 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable"
"2T1BU40E99C163166","88699A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BU40E99C163166/2009-toyota-corolla/",-8,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",86886,"Charcoal","Black Sand Pearl","Sedan",199,"above",317,"High Price","27 cty "," 35 hwy",0,0,11997,"Bethesda"," MD","Power Package ~ Sport Package ~ 6 Speakers ~ AM/FM radio ~ AM/FM Stereo w/CD/MP3 & 6 Speakers ~ CD player ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power Windows ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ ABS brakes ~ Anti-whiplash front head restraints ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension"
"2T1BURHE9GC524250","524250XX","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE9GC524250/2016-toyota-corolla/",-9,"Personal Use","Clean",3,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",169154,"Bisque","Green","Sedan",161,"below",-403,"Excellent Price","27 cty "," 36 hwy",1,1,9699,"Stafford"," VA","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension ~ Knee airbag"
"2T1BURHE2KC138097","9866","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE2KC138097/2019-toyota-corolla/",-55,"Fleet Use","Clean",2,2,"Automatic","Gas","FWD","1.8L Inline-4 Gas",62767,"Beige","Wind Chill Pearl","Sedan",265,NA,NA,"Fair Price","28 cty "," 36 hwy",2,2,15995,"Butler"," NJ","Door Handle Color - Body-Color ~  Front Bumper Color - Body-Color ~  Grille Color - Black ~  Mirror Color - Body-Color ~  Rear Bumper Color - Body-Color ~  Steering Ratio - 17.8 ~  Turns Lock-To-Lock - 3.2 ~  Air Filtration ~  Floor Material - Carpet ~  Front Air Conditioning - Automatic Climate Control ~  Front Air Conditioning Zones - Single ~  Shift Knob Trim - Alloy ~  Steering Wheel Trim - Urethane ~  Interior Accents - Chrome ~  Interior Accents - Color Keyed ~  Interior Accents - Metallic-Tone ~  Armrests - Rear Folding ~  Armrests - Rear Center With Cupholders"
"JTDBU4EE5BJ099002","6808","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDBU4EE5BJ099002/2011-toyota-corolla/",-56,"Personal Use","Clean",2,2,"Automatic","Gas","FWD","1.8L Inline-4 Gas",63499,"NA","Barcelona Red Metallic","Sedan",232,"above",424,"High Price","26 cty "," 34 hwy",2,2,13991,"Sacramento"," CA","Air Conditioning ~  Alloy Wheels ~  AM/FM Stereo ~  Anti-Theft System ~  CD/MP3 (Single Disc) ~  Cruise Control ~  Daytime Running Lights ~  Dual Air Bags ~  F&amp;R Head Curtain Air Bags ~  Keyless Entry ~  Power Door Locks ~  Power Steering ~  Power Windows ~  Side Air Bags ~  Stability Control ~  Tilt Wheel ~  Traction Control ~ (4) cup holders"
"5YFEPMAE3MP184848","E593","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE3MP184848/2021-toyota-corolla/",-2,"Rental Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",62721,"Black","Black Sand Pearl","Sedan",305,"below",NA,"Excellent Price","30 cty "," 38 hwy",1,1,18388,"Conyers"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDEPMAE3NJ214176","19073","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE3NJ214176/2022-toyota-corolla/",-198,"Personal Use","Salvage",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",1509,"Black","Celestite","Sedan",347,"above",NA,"High Price","30 cty "," 38 hwy",0,0,20950,"Miami"," FL","J.D. Power Retail: $30 ~ 750 ~ 50 State Emissions ~ Black ~  Premium Fabric Seat Trim ~ Celestite ~ Southeast Region Admin Fee"
"5YFBURHE3GP461100","23886183","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE3GP461100/2016-toyota-corolla/?zipcode=78577",-3,"Personal Use","Clean",2,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",89772,"Black","Blue Crush Metallic","Sedan",298,NA,NA,"Fair Price","29 cty "," 37 hwy",1,1,17998,"Pharr"," TX","Rear View Camera ~ Cruise Control ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Automatic Transmission ~ Leatherette & Cloth"
"5YFEPMAE0MP198450","25831R","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE0MP198450/2021-toyota-corolla/",-41,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",16224,"NA","Barcelona Red Metallic","Sedan",398,"above",394,"High Price","30 cty "," 38 hwy",0,0,23988,"Long Beach"," CA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"2T1BURHE3KC169665","P86037A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE3KC169665/2019-toyota-corolla/",-2,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",37233,"Black","Celestite Gray Metallic","Sedan",331,"below",-936,"Excellent Price","28 cty "," 35 hwy",0,1,19999,"Grimes"," IA","Carpet Mat Package (TMS) ~  1 12V DC Power Outlet ~  13.2 Gal. Fuel Tank ~  390CCA Maintenance-Free Battery w/Run Down Protection ~  60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat ~  80 Amp Alternator ~  ABS And Driveline Traction Control ~  Air Filtration ~  Airbag Occupancy Sensor ~  Analog Appearance ~  Automatic Equalizer ~  Back-Up Camera ~  Black Grille ~  Black Side Windows Trim ~  Body-colored door handles ~  Body-Colored Front Bumper ~  Body-Colored Rear Bumper ~  Cargo Space Lights"
"5YFEPMAE3MP158248","23934425","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFEPMAE3MP158248/2021-toyota-corolla/?zipcode=28405",-2,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",6442,"Black","Classic Silver Metallic","Sedan",414,"above",650,"High Price","30 cty "," 38 hwy",0,1,24998,"Wilmington"," NC","Rear View Camera ~ Auxiliary Audio Input ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Satellite Radio Ready ~ Rear Defroster ~ Power Windows ~ Cloth Seats ~ Automatic Transmission ~ Automated Cruise Control ~ Lane Departure Warning ~ Apple CarPlay"
"5YFS4RCE1LP048562","526833A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4RCE1LP048562/2020-toyota-corolla/",-19,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","2.0L Inline-4 Gas",33174,"NA","Super White","Sedan",381,"above",256,"Fair Price","31 cty "," 40 hwy",0,1,22990,"Miami"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Aluminum Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Temporary Spare Tire ~ Heated Mirrors ~ Power Mirror(s) ~ Integrated Turn Signal Mirrors ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Rear Spoiler ~ Daytime Running Lights ~ Automatic Headlights"
"5YFS4RCE2LP019863","B29792","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFS4RCE2LP019863/2020-toyota-corolla/",-93,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","2.0L Inline-4 Gas",27586,"NA","Super White","Sedan",372,NA,NA,"Fair Price","31 cty "," 40 hwy",1,1,22467,"North Hollywood"," CA","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 169 Horsepower ~ 6600 Horsepower RPM ~ 151 Torque ~ 4400 Torque RPM ~ 2.0 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ Variable Valvetrain ~ Double Overhead Valvetrain ~ 16 Number of Valves ~ 13.0 Compression Ratio ~ 31 EPA City Fuel Economy ~ 40 EPA Highway Fuel Economy ~ 34 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable"
"JTDEPRAE8LJ080047","LJ080047","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPRAE8LJ080047/2020-toyota-corolla/",-8,"Rental Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",42154,"Black","Blue Crush Metallic","Sedan",381,"above",710,"High Price","30 cty "," 38 hwy",0,1,23000,"Honolulu"," HI","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial"
"5YFBURHE4FP248610","23506302","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE4FP248610/2015-toyota-corolla/",-2,"Personal Use","Clean",1,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",98930,"Brown","Gray","Sedan",282,"above",86,"Fair Price","29 cty "," 38 hwy",1,1,16998,"Tampa"," FL","Leather Seats ~ Rear View Camera ~ Cruise Control ~ Auxiliary Audio Input ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Automatic Transmission ~ Bluetooth Technology"
"2T1BURHE4GC504004","GRTP160190","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/2T1BURHE4GC504004/2016-toyota-corolla/",-15,"Personal Use","Clean",2,1,"Automatic","Gas","FWD","1.8L Inline-4 Gas",68040,"Cream","Black Sand Pearl","Sedan",280,"above",110,"Fair Price","27 cty "," 36 hwy",1,2,16891,"Greenville"," SC","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1 Touch Screen ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension ~ Knee airbag"
"JTDEPMAE2MJ121664","121248A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDEPMAE2MJ121664/2021-toyota-corolla/",-1,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",17739,"Black","Celestite","Sedan",370,"above",156,"Fair Price","30 cty "," 38 hwy",0,0,22310,"Homestead"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial"
"JTDBL40E899038460","V27388A","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/JTDBL40E899038460/2009-toyota-corolla/",-15,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",138223,"Ash","Classic Silver Metallic","Sedan",166,"above",543,"High Price","27 cty "," 35 hwy",0,0,9999,"Greenville"," SC","Front Wheel Drive ~ AM/FM Stereo w CD Player ~ Audio Input Jack ~ Wheels-Wheel Covers ~ Tilt Wheel ~ Brakes-ABS-4 Wheel ~ Front Disc Brakes ~ Tire-Pressure Monitoring System ~ Engine Immobilizer/Vehicle Anti-Theft System ~ Cruise Control ~ Intermittent Wipers ~ Child Safety Locks ~ Bucket Seats ~ Seat-Rear Pass-Through ~ Cloth Seats ~ Mirrors-Pwr Driver ~ Mirrors-Vanity-Driver ~ Mirrors-Vanity-Passenger"
"5YFBURHE7HP619570","23750558","2023-02-24","https://www.truecar.com//used-cars-for-sale/listing/5YFBURHE7HP619570/2017-toyota-corolla/?zipcode=34104",-11,"Personal Use","Clean",1,0,"Automatic","Gas","FWD","1.8L Inline-4 Gas",48167,"Black","Classic Silver Metallic","Sedan",331,"above",29,"Fair Price","28 cty "," 35 hwy",0,1,19998,"Naples"," FL","Premium Package ~ Rear View Camera ~ Auxiliary Audio Input ~ Rear Spoiler ~ Alloy Wheels ~ Overhead Airbags ~ Traction Control ~ Side Airbags ~ Air Conditioning ~ ABS Brakes ~ Power Locks ~ Power Mirrors ~ AM/FM Stereo ~ Rear Defroster ~ CD Audio ~ Power Windows ~ Automatic Transmission ~ Bluetooth Technology"
